Gene,F303_0ppm,F306_2ppm,F318_0ppm,F320_2ppm,F325_0ppm,F328_0ppm,F332_0ppm,F336_2ppm,F341_2ppm,F342_2ppm
Rab20,9,4,7,2,5,0,1,1,1,5
Rab21,3195,2653,3757,3423,3524,4006,3873,3868,3586,3542
Rab22a,2371,1918,2704,2292,2768,2468,2982,2396,2154,2210
Rab23,1393,1089,1395,1344,1478,1546,1469,1517,1132,1149
Rab24,345,243,155,194,110,94,84,72,23,41
Rab25,99,80,97,95,110,75,93,89,73,76
Rab26,6,2,2,0,0,0,2,0,4,0
Rab27a,1118,845,1327,1136,1301,1347,1368,1199,1114,1065
Rab27b,166,129,34,57,25,44,18,10,4,7
Rab28,385,243,178,249,108,124,104,85,27,48
Rab2a,3971,2930,3362,3272,3366,3563,3542,3293,2687,2664
Rab2b,245,149,100,209,97,108,111,107,70,110
Rab30,28,13,19,28,6,8,10,13,6,10
Rab31,795,562,282,408,287,340,235,250,122,135
Rab32,1305,969,1563,1302,1634,1659,1783,1616,1256,1343
Rab33a,67,34,44,120,35,28,37,18,6,3
Rab33b,583,372,452,387,387,417,457,494,352,269
Rab34,291,257,63,105,66,48,44,46,8,19
Rab35,692,483,759,616,739,707,738,658,542,605
Rab36,163,118,65,77,63,57,81,74,41,41
Rab37,25,13,18,21,14,21,19,13,15,18
Rab38,2938,2184,3380,2746,3730,3538,3952,3191,2487,2655
Rab39,0,0,0,0,0,0,2,0,0,0
Rab39b,55,35,47,27,47,34,51,39,34,32
Rab3a,408,341,430,342,466,424,452,443,343,358
Rab3b,1002,640,1244,972,1461,1344,1481,976,785,797
Rab3c,5,3,8,11,12,17,5,21,9,4
Rab3d,5132,4292,6522,4868,6600,5959,6475,5982,4793,5076
Rab3gap1,6864,5979,8976,7877,8738,8214,8586,8349,7594,7993
Rab3gap2,3768,3004,4346,4205,4430,4800,4387,4166,3864,3777
Rab3il1,2216,1907,2816,2181,2797,2454,2878,2748,2169,2159
Rab3ip,575,481,639,495,484,476,558,587,406,313
Rab40b,12,4,15,10,11,6,7,15,13,7
Rab40c,268,220,228,168,143,127,138,183,108,95
Rab42,6,3,3,4,0,0,1,1,0,0
Rab43,180,120,74,69,63,74,54,71,25,42
Rab44,5,1,13,6,2,5,2,7,9,4
Rab4a,689,583,775,692,805,793,853,780,590,608
Rab4b,461,316,380,334,415,394,379,316,223,232
Rab5a,764,556,443,535,353,390,405,369,203,264
Rab5b,130,124,137,94,74,100,82,77,38,58
Rab5c,103,60,73,65,89,100,98,85,45,64
Rab6a,5912,4318,5148,5558,5671,6068,5843,5745,4847,4862
Rab6b,21,33,17,12,17,20,14,34,19,9
Rab7,1567,920,1507,1331,1811,1775,1931,1368,1069,1175
Rab7l1,88,74,80,51,82,47,77,64,41,27
Rab8a,2318,1878,2341,2070,2462,2172,2425,2081,1692,1781
Rab8b,2110,1504,2244,2058,1993,2426,2367,2221,2230,2013
Rab9,440,262,413,326,353,350,449,265,254,238
Rab9b,29,13,40,25,20,22,36,31,25,18
Rabac1,817,560,880,564,829,725,797,632,451,523
Rabep1,1195,1104,1106,1189,1093,1148,1262,1140,951,830
Rabep2,182,176,57,64,55,65,37,33,20,27
Rabepk,180,121,110,102,99,118,98,102,68,63
Rabgap1,2096,1881,2105,1668,1818,1937,2109,1967,1419,1417
Rabgap1l,761,535,645,743,539,740,669,626,561,620
Rabgef1,382,346,233,265,189,259,243,242,150,147
Rabggta,521,399,392,358,418,407,373,380,302,293
Rabggtb,273,222,253,204,224,197,242,187,132,146
Rabif,1138,994,1169,1104,1035,1144,1280,1211,922,883
Rabl2,308,208,178,216,205,211,206,216,145,135
Rabl3,414,362,438,451,447,423,443,394,366,339
Rabl5,395,312,506,387,586,471,530,352,312,315
Rabl6,653,433,333,389,262,251,212,223,127,115
Rac1,5799,4118,4991,4961,5291,5207,5405,4825,3695,3816
Rac2,4,7,4,2,4,2,1,0,0,1
Rac3,459,363,588,379,489,529,547,423,345,370
Racgap1,3591,2513,3683,3591,3918,3941,3892,3440,2813,3011
Rad1,595,441,606,496,503,528,517,426,393,421
Rad17,1048,921,1361,1136,1142,1198,1265,1220,959,947
Rad18,1448,1053,1298,1510,1413,1461,1558,1416,1159,1218
Rad21,900,585,799,725,669,747,650,579,514,571
Rad21l,16,23,30,17,21,20,16,27,11,18
Rad23a,465,282,181,358,177,173,150,126,39,54
Rad23b,2167,1655,2443,2267,2436,2493,2354,2178,1791,1964
Rad50,3662,3461,4057,3878,4006,3963,4182,4077,3348,3602
Rad51,4044,3257,5014,4079,4980,4819,5081,4518,3464,3726
Rad51ap1,458,276,364,417,367,297,340,302,240,249
Rad51ap2,361,308,554,472,422,554,454,628,476,405
Rad51b,198,150,212,188,205,176,208,169,135,149
Rad51c,822,586,850,806,955,980,930,886,721,724
Rad51d,1456,1135,1644,1317,1617,1483,1645,1446,1106,1250
Rad52,409,317,525,450,590,582,581,404,370,439
Rad54b,1309,1153,1407,1380,1567,1401,1578,1444,1179,1169
Rad54l,1104,727,1104,1055,1111,1112,1146,1053,873,848
Rad54l2,120,92,115,98,100,110,111,109,72,81
Rad9a,544,267,350,270,292,287,268,187,101,114
Rad9b,63,49,53,47,78,73,64,55,46,44
Radil,3,2,0,0,5,0,0,4,1,7
Rae1,2922,2248,2941,2855,3125,3126,3213,3055,2431,2519
Raet1a,2,1,0,1,0,5,1,0,0,0
Raet1b,0,0,0,0,0,0,0,0,0,0
Raet1c,0,0,0,0,0,0,0,0,0,0
Raet1d,38,15,52,25,45,34,27,14,14,23
Raet1e,30,23,58,33,41,43,30,25,16,36
Raf1,9575,6841,9051,9531,9733,10598,10417,10132,8471,8787
Rag1,1,0,2,0,0,0,0,0,0,0
Rag2,1,0,0,0,0,0,0,0,0,0
Rai1,145,153,77,85,52,94,57,52,34,30
Rai14,915,889,696,694,543,701,619,637,535,566
Rai2,39,42,11,40,5,11,8,15,0,16
Rala,1149,795,1039,949,1021,1000,1078,975,696,782
Ralb,685,399,122,464,235,207,206,159,21,42
Ralbp1,7975,6353,8803,9082,9299,9971,10200,9940,9085,8546
Ralgapa1,826,702,390,610,422,416,336,336,225,306
Ralgapa2,219,178,242,243,211,193,202,185,155,168
Ralgapb,2554,1864,2567,2699,2404,3088,2757,2422,2443,2560
Ralgds,1396,1275,1814,1510,1673,1651,1620,1584,1379,1407
Ralgps1,570,440,617,629,629,716,667,592,567,558
Ralgps2,4502,3590,4293,4388,4432,4907,4809,4614,3839,4049
Raly,187,128,189,171,192,171,152,171,131,133
Ralyl,77,35,93,74,127,79,113,76,79,55
Ramp1,13,24,20,26,13,6,21,8,1,15
Ramp2,69,90,47,26,29,43,27,28,25,38
Ramp3,376,278,425,372,524,413,432,343,282,302
Ran,1074,607,790,727,727,481,476,408,233,243
Ranbp1,2905,1701,1862,2243,1983,1601,1476,1269,876,999
Ranbp10,494,407,459,493,375,484,480,427,323,342
Ranbp17,643,536,759,757,829,853,811,875,642,705
Ranbp2,1360,1150,1315,1388,955,1212,993,724,785,965
Ranbp3,4061,3586,4439,4364,5166,5212,5300,4650,3780,4126
Ranbp3l,2,12,0,2,8,5,0,5,1,6
Ranbp6,166,113,53,111,50,63,60,41,28,36
Ranbp9,1504,1187,1627,1449,1727,1608,1775,1714,1363,1602
Rangap1,865,603,630,583,574,537,523,453,265,304
Rangrf,116,102,108,92,79,105,131,99,85,107
Rap1a,899,585,828,761,835,943,880,807,599,676
Rap1b,4996,3779,4276,4320,4380,4703,4622,4371,3739,3634
Rap1gap,38,62,24,28,33,14,22,24,19,14
Rap1gap2,178,224,317,165,158,235,198,151,163,154
Rap1gds1,954,647,825,928,842,853,808,819,549,676
Rap2a,397,307,335,308,295,275,274,280,209,256
Rap2b,1052,855,431,438,442,485,429,418,330,327
Rap2c,116,62,65,76,51,44,29,28,25,22
Rapgef1,356,314,434,339,318,352,384,327,243,291
Rapgef2,444,364,528,444,363,454,362,408,375,317
Rapgef3,283,228,417,159,348,325,442,299,253,216
Rapgef4,762,641,907,900,884,812,828,808,744,750
Rapgef5,5162,4153,5836,5688,6060,6468,6363,5976,5376,5410
Rapgef6,1200,1053,1265,1176,937,1124,1024,955,761,898
Rapgefl1,207,146,217,197,204,251,197,207,184,209
Raph1,142,98,148,191,169,154,147,150,94,102
Rapsn,95,53,105,68,120,81,92,69,51,49
Rara,500,380,325,310,288,357,297,424,255,263
Rarb,46,29,47,54,83,61,91,50,47,66
Rarg,29,4,23,32,23,5,13,15,14,12
Rarres1,0,0,0,0,0,0,0,0,1,0
Rarres2,220,100,132,137,110,132,113,109,88,98
Rars,2950,2441,2954,3005,3196,3290,3547,3001,2609,2658
Rars2,1025,824,948,856,937,838,970,852,755,659
Rasa1,3047,2556,3093,2785,2933,3094,3004,3219,2619,2857
Rasa2,5599,4295,5873,6018,5933,6867,6686,6525,5695,5620
Rasa3,605,555,352,463,375,446,397,403,309,299
Rasa4,3179,2288,3805,2517,4174,3538,4060,2925,2535,2655
Rasal1,69,82,133,93,113,118,122,103,85,72
Rasal2,591,433,543,435,465,487,500,535,431,425
Rasal3,0,4,2,0,1,0,0,1,0,0
Rasd1,1054,1106,267,193,150,193,183,85,29,52
Rasd2,205,199,267,195,219,243,222,235,191,178
Rasef,27,21,30,29,35,22,42,32,28,17
Rasgef1a,0,0,1,1,0,0,0,4,0,2
Rasgef1b,1399,1127,527,638,470,479,475,418,187,239
Rasgef1c,1,1,4,3,1,1,4,1,0,2
Rasgrf1,14,11,43,23,43,17,19,18,13,15
Rasgrf2,0,5,3,19,1,0,3,0,0,0
Rasgrp1,15,18,11,16,12,15,9,10,6,16
Rasgrp2,3,1,0,2,0,0,0,0,0,0
Rasgrp3,18,56,6,20,12,12,6,2,0,6
Rasgrp4,115,62,128,102,109,99,130,94,65,62
Rasip1,46,32,15,19,29,22,24,18,11,13
Rasl10a,508,42,95,88,69,105,74,43,11,15
Rasl10b,4,8,4,10,1,0,3,8,1,2
Rasl11a,38,18,9,5,8,10,9,11,3,3
Rasl11b,562,317,439,381,436,497,449,403,349,377
Rasl12,25,25,5,1,2,9,4,0,0,0
Rasl2-9,143,138,166,105,166,155,155,146,137,104
Rassf1,1259,988,1348,1168,1331,1414,1526,1332,1074,1135
Rassf10,7,2,0,0,3,2,0,0,0,0
Rassf2,103,121,31,149,79,65,46,24,6,10
Rassf3,2219,1513,2338,2108,2224,2352,2303,2059,2026,1989
Rassf4,97,47,77,226,56,64,31,85,6,35
Rassf5,1117,958,1234,1229,1146,1347,1310,1267,1066,1199
Rassf6,323,286,294,286,289,276,344,324,209,301
Rassf7,62,35,16,23,15,16,17,17,12,8
Rassf8,52,48,41,42,60,55,55,72,34,41
Rassf9,12,10,2,13,2,4,1,0,0,0
Raver1,451,322,411,481,386,523,357,386,327,360
Raver1-fdx1l,4,1,6,3,5,5,5,6,2,3
Raver2,339,290,454,321,344,359,397,329,260,217
Rax,0,0,0,0,0,0,0,1,0,0
Rb1,3637,2692,3304,3293,3225,3820,3462,3708,3451,3453
Rb1cc1,3504,3245,3701,3799,3884,4178,3804,4093,3359,3438
Rbak,315,310,387,338,319,296,334,351,249,250
Rbbp4,4897,3634,4247,4401,4088,3801,3672,3428,2519,2528
Rbbp5,1966,1564,2249,1995,2040,2281,2322,2061,1612,1593
Rbbp6,708,598,396,519,258,351,250,355,199,201
Rbbp7,33157,20571,28500,29250,31653,33469,32236,31341,24198,24745
Rbbp8,1843,1421,1921,1770,1710,1873,1862,1951,1630,1494
Rbbp8nl,18,7,22,7,20,19,15,20,13,18
Rbbp9,297,311,165,182,135,165,141,127,85,130
Rbck1,772,656,475,484,445,436,389,335,240,249
Rbfa,339,253,225,210,246,239,211,185,110,131
Rbfox1,47,29,31,36,35,30,36,36,27,13
Rbfox2,2745,2473,3042,3195,3219,3533,3456,3389,3137,2947
Rbfox3,14,17,9,22,10,13,8,16,3,6
Rbks,44,39,68,50,63,46,48,26,26,25
Rbl1,1156,750,904,1124,936,1027,1029,949,834,829
Rbl2,1259,1081,792,955,703,896,619,634,515,503
Rbm10,316,195,159,202,173,147,152,120,63,78
Rbm11,3,1,0,2,1,0,4,1,6,1
Rbm12,1211,883,1037,970,916,942,1087,1019,778,710
Rbm12b1,176,146,140,171,104,184,142,132,126,92
Rbm12b2,571,418,487,500,535,584,615,594,578,543
Rbm14,1454,955,1050,1281,1002,1075,1032,1107,857,922
Rbm15,932,680,1081,947,1052,1116,1103,1112,878,935
Rbm15b,895,691,928,835,907,908,915,888,698,825
Rbm17,5123,3723,5369,5220,5637,6407,6250,5527,4460,4536
Rbm18,9910,7274,10739,9507,11576,11936,11865,10765,9011,9326
Rbm19,614,457,552,507,507,607,601,548,348,415
Rbm20,409,386,474,375,379,378,415,344,309,358
Rbm22,1831,1281,2071,2071,2092,2222,2158,1958,1736,1837
Rbm24,1,0,0,0,0,0,0,0,0,1
Rbm25,3005,2317,2532,2569,2549,2795,2873,2601,1916,2071
Rbm26,3482,2830,3802,3790,3484,4090,3782,3684,3712,3565
Rbm27,1581,1195,1744,1690,1520,1899,1605,1570,1538,1526
Rbm28,1605,1063,1411,1391,1480,1468,1484,1512,1116,1092
Rbm3,226,126,145,146,153,169,171,121,71,79
Rbm31y,0,0,0,0,0,0,0,0,0,0
Rbm33,1061,908,1170,1160,1125,1304,1259,1032,968,1034
Rbm34,299,214,211,211,201,197,206,171,115,108
Rbm38,1434,1007,1557,1388,1521,1664,1483,1428,1271,1295
Rbm39,4895,3715,4190,4676,4275,4311,4407,4154,3460,3769
Rbm4,611,405,715,544,606,627,711,463,508,496
Rbm41,42,35,15,46,25,43,17,36,11,17
Rbm42,2774,2348,3145,2862,3609,3345,3457,3199,2466,2722
Rbm43,145,73,32,72,47,29,27,22,3,20
Rbm44,223,253,409,308,259,273,342,370,283,311
Rbm45,33,39,21,30,27,17,27,27,5,12
Rbm46,4,6,5,8,3,5,15,11,2,11
Rbm47,129,72,87,121,97,118,89,101,89,58
Rbm48,1539,1137,1449,1604,1725,1795,2014,1724,1696,1515
Rbm4b,373,361,427,361,458,444,484,379,326,365
Rbm5,922,816,481,546,352,329,407,452,190,192
Rbm6,3425,2876,3506,3916,3508,4127,4051,3924,3426,3378
Rbm7,6035,4382,5943,5719,6903,6693,6818,6039,5040,5123
Rbm8a,1278,769,1030,1066,979,995,977,828,556,653
Rbms1,322,274,100,223,105,111,103,79,33,35
Rbms2,1148,835,1225,1074,1299,1149,1229,1220,1027,1004
Rbms3,139,139,56,55,55,42,42,50,30,55
Rbmx,762,516,180,466,173,214,128,90,16,80
Rbmx2,77,42,68,37,55,50,39,34,22,20
Rbmxl1,327,236,163,266,198,131,163,148,101,120
Rbmxl2,176,159,264,206,269,240,206,262,200,206
Rbmy,0,0,0,0,0,0,0,0,0,0
Rbp1,13,23,1,17,5,3,2,3,1,1
Rbp2,0,0,0,0,0,0,0,0,0,1
Rbp3,5,10,5,0,1,2,1,0,0,0
Rbp4,4,3,0,0,5,0,0,0,0,0
Rbp7,2,6,0,4,8,9,8,5,1,2
Rbpj,368,342,307,338,154,250,248,251,177,185
Rbpjl,0,0,0,0,0,0,0,1,0,0
Rbpms,3092,2176,3235,2983,3138,3450,3440,3197,2641,2621
Rbpms2,6628,5064,8001,6739,8529,7734,8514,7260,6074,6317
Rbx1,1701,1213,1740,1514,1918,1677,1759,1472,1074,1121
Rc3h1,480,358,304,377,292,409,283,322,248,271
Rc3h2,295,204,143,222,106,127,121,90,45,51
Rcan1,491,421,431,414,393,341,512,447,293,331
Rcan2,11,5,6,3,6,3,5,2,1,2
Rcan3,2496,2104,2808,2691,2675,2934,3032,2783,2609,2689
Rcbtb1,515,532,364,405,233,272,264,233,180,208
Rcbtb2,707,553,475,557,460,486,379,343,238,300
Rcc1,1376,830,1118,1005,1097,1116,1219,1126,899,854
Rcc2,3111,2906,2859,2096,2054,2362,2133,2494,1669,1677
Rccd1,94,80,27,49,44,42,25,15,16,12
Rce1,981,787,1125,930,1220,1138,1150,1073,755,722
Rchy1,2851,1890,3005,2546,2993,3228,3231,2806,2300,2499
Rcl1,1060,798,1126,976,1073,1104,1172,912,811,771
Rcn1,899,616,365,748,299,273,224,202,44,74
Rcn2,5071,3865,4411,4375,5118,4776,4845,4604,3825,3744
Rcn3,435,226,210,523,129,143,143,161,13,26
Rcor1,1264,1190,1051,1009,1071,1104,1163,1154,1003,1033
Rcor2,174,156,168,136,170,159,138,133,116,113
Rcor3,168,138,143,139,139,112,146,132,96,63
Rcsd1,246,156,323,252,287,323,315,306,232,254
Rcvrn,0,0,0,0,0,0,0,0,0,0
Rd3,15,3,10,2,12,7,16,11,1,8
Rdh1,4,1,0,0,1,3,0,0,0,0
Rdh10,3647,3006,4101,3519,4133,4153,4176,3902,3585,3419
Rdh11,3993,3259,5315,4776,5858,6136,6103,5219,4258,4353
Rdh12,842,624,929,855,1009,980,1022,1137,786,741
Rdh13,80,56,34,49,26,39,37,27,11,17
Rdh14,362,385,372,315,393,338,358,372,268,244
Rdh16,60,28,53,61,79,80,59,54,49,51
Rdh18-ps,4,1,8,6,12,10,4,8,6,3
Rdh19,0,0,0,1,0,0,0,0,0,0
Rdh5,12,7,15,13,9,13,7,8,4,7
Rdh7,0,2,1,0,0,0,0,0,0,0
Rdh8,0,0,0,0,1,0,1,0,0,0
Rdh9,71,27,29,40,36,54,50,35,26,28
Rdm1,129,88,57,71,67,48,57,38,19,29
Rdx,55562,47619,64061,64083,67520,69254,70581,69107,63729,62324
Rec8,25,18,5,2,0,1,0,1,0,0
Reck,62,42,41,71,20,43,22,19,17,25
Recql,1014,703,1002,1046,947,994,1068,966,797,776
Recql4,188,156,190,206,155,215,183,160,162,120
Recql5,1810,1427,1925,2040,2065,2138,2199,1813,1647,1777
Reep1,343,259,150,186,184,154,166,171,105,122
Reep2,3334,2782,3856,3560,4106,3960,4178,3849,3007,3276
Reep3,585,395,229,440,265,214,197,205,93,113
Reep4,917,735,967,638,705,715,757,766,551,462
Reep5,844,617,1071,745,1043,883,1007,716,622,696
Reep6,139,81,130,112,124,164,163,146,111,95
Reg1,54,29,39,30,41,37,49,35,36,46
Reg2,0,0,1,0,3,0,0,0,1,0
Reg3a,11,2,7,11,9,10,13,5,3,8
Reg3b,0,0,0,0,0,1,0,0,0,0
Reg3d,18,7,9,27,20,17,12,8,14,16
Reg3g,31,12,30,29,24,44,29,30,23,27
Reg4,0,0,0,0,0,0,0,0,0,0
Rel,150,135,156,181,136,199,162,148,175,143
Rela,1623,1225,1316,1311,1428,1459,1410,1297,908,1047
Relb,120,88,120,81,67,102,86,107,69,101
Rell1,1761,1395,1999,1781,1852,2226,2067,2280,1872,1741
Rell2,74,45,72,57,53,55,67,50,52,31
Reln,527,526,843,687,660,687,646,573,555,584
Relt,100,109,97,84,83,62,91,105,39,39
Rem1,12,1,0,3,0,0,2,1,1,0
Rem2,7,4,3,0,0,4,1,0,0,1
Ren1,0,0,0,0,0,0,0,2,0,0
Ren2,0,0,0,0,0,0,0,0,0,0
Renbp,201,125,58,79,24,35,27,25,5,10
Rep15,5,1,3,1,3,2,0,1,0,1
Repin1,835,717,632,851,499,503,464,466,315,326
Reps1,2644,1905,2507,2473,2622,3072,2781,2941,2267,2397
Reps2,260,220,460,278,244,300,342,253,233,235
Rer1,2091,1474,1835,1871,1786,1702,1832,1528,1405,1285
Rere,410,281,327,362,311,406,255,317,264,239
Rerg,150,149,106,127,107,110,70,111,101,93
Rergl,0,0,0,0,0,0,0,0,0,0
Resp18,0,1,2,0,4,2,0,1,1,0
Rest,3829,3052,4113,4009,4074,3998,4073,4254,3533,3625
Ret,1,2,1,1,3,0,3,0,2,0
Retn,0,6,0,2,0,1,0,0,0,0
Retnla,1,0,0,0,0,0,0,2,0,0
Retnlb,0,0,0,0,0,0,0,0,0,0
Retnlg,0,0,0,0,0,0,0,0,0,0
Retsat,169,98,46,97,54,34,29,28,8,10
Rev1,2386,1999,2477,2480,2285,2610,2473,2506,2018,2171
Rev3l,1238,1295,1270,1232,1020,1237,1083,981,1112,1085
Rex2,12,2,9,13,11,10,15,9,12,2
Rexo1,1645,1283,1352,1178,1179,1347,1190,1139,963,1126
Rexo2,952,712,828,764,814,745,822,722,543,494
Rexo4,497,408,473,404,419,359,401,414,261,292
Rfc1,2699,2057,2519,2726,2593,2473,2638,2614,2207,2161
Rfc2,1213,890,1038,1049,1163,948,1047,868,617,706
Rfc3,1199,916,1191,1069,1233,1082,1313,1100,824,827
Rfc4,647,317,459,519,428,276,358,335,203,186
Rfc5,1238,785,974,977,1163,1010,1063,1020,707,790
Rfesd,208,180,187,197,198,224,242,185,166,169
Rffl,2046,1792,2898,1983,2291,2486,2527,2553,2011,1880
Rfk,3146,2695,3473,3236,3727,3240,3577,3288,2752,2666
Rfng,564,489,493,481,520,522,550,510,431,395
Rfpl3s,0,0,0,2,0,0,1,1,2,0
Rfpl4,19744,13273,21230,20323,26135,25974,25102,22084,18259,17628
Rfpl4b,2,3,3,8,0,2,18,8,0,2
Rft1,493,348,380,360,328,345,290,317,198,217
Rftn1,428,303,308,324,363,321,242,242,178,237
Rftn2,131,91,132,92,129,160,128,112,102,93
Rfwd2,1385,1225,1582,1574,1605,1629,1674,1698,1543,1476
Rfwd3,1960,1428,1798,2027,1813,2010,1832,1886,1582,1447
Rfx1,148,135,139,145,146,156,108,106,103,100
Rfx2,634,530,649,661,687,793,779,717,614,604
Rfx3,58,68,61,57,39,38,51,46,11,27
Rfx4,177,162,306,190,229,273,269,218,202,197
Rfx5,2240,1985,2519,2273,2384,2572,2538,2328,2220,2056
Rfx6,11,9,6,8,4,8,14,4,14,10
Rfx7,1298,901,1195,1154,1250,1295,1239,1089,965,933
Rfx8,2,0,1,5,4,1,3,0,1,1
Rfxank,850,616,741,662,861,810,822,704,603,593
Rfxap,519,475,652,479,493,487,545,501,388,417
Rgag1,0,0,1,0,0,0,0,0,0,0
Rgag4,5,3,4,4,3,6,4,7,8,6
Rgcc,342,138,193,146,114,67,45,81,4,21
Rgl1,234,221,173,185,185,188,182,144,120,112
Rgl2,249,276,212,180,170,153,159,150,88,121
Rgl3,22,26,14,10,8,21,10,14,6,6
Rgma,2,0,1,1,0,0,0,0,0,0
Rgmb,1191,806,1127,1187,1136,1266,1161,1428,1145,987
Rgn,1505,1061,1936,1393,2100,1881,2063,1491,1561,1463
Rgp1,73,46,61,55,53,46,52,52,42,37
Rgr,0,0,0,0,0,0,0,0,0,0
Rgs1,0,2,0,0,0,0,0,0,0,0
Rgs10,683,471,849,717,1003,900,985,660,518,602
Rgs11,215,361,156,180,25,54,38,70,11,19
Rgs12,1464,1317,1572,1623,1729,1641,1512,1393,1349,1307
Rgs13,18,27,57,217,15,34,30,40,7,18
Rgs14,2,0,3,1,3,0,0,0,1,0
Rgs16,16,19,1,8,0,2,1,1,1,2
Rgs17,1944,1406,2195,2096,2429,2439,2485,2403,1936,1846
Rgs18,0,0,0,0,0,0,0,0,0,0
Rgs19,447,277,307,298,286,298,302,267,177,161
Rgs2,13933,9643,12394,12210,12409,13222,13059,11671,9178,9018
Rgs20,0,0,3,2,1,4,2,5,4,3
Rgs22,55,51,38,21,28,18,28,33,26,24
Rgs3,610,388,593,544,465,501,481,406,302,454
Rgs4,0,1,0,0,0,0,0,0,1,0
Rgs5,0,2,0,2,0,1,0,0,0,0
Rgs6,0,7,2,2,0,2,2,2,1,0
Rgs7,8,36,17,35,28,20,26,10,8,35
Rgs7bp,59,31,24,27,24,19,12,11,0,6
Rgs8,5,4,10,9,7,10,3,6,3,2
Rgs9,36,22,19,46,33,25,40,33,28,38
Rgs9bp,0,1,0,2,1,0,0,1,0,0
Rgsl1,77,50,89,93,95,120,118,78,89,70
Rhag,1,0,0,0,2,1,0,0,0,0
Rhbdd1,941,642,1000,979,970,1047,956,882,882,727
Rhbdd2,591,422,455,467,431,396,405,366,290,250
Rhbdd3,152,154,109,85,61,63,42,58,33,20
Rhbdf1,1314,1000,1554,1219,1386,1473,1700,1280,1159,1091
Rhbdf2,2129,1810,2379,2091,2261,2295,2180,2272,1929,1982
Rhbdl1,26,9,5,4,3,3,4,0,1,0
Rhbdl2,0,0,0,0,1,0,1,0,0,0
Rhbdl3,17,2,0,3,8,2,0,3,0,2
Rhbg,233,200,277,188,386,227,288,324,202,188
Rhcg,4,0,3,9,9,5,3,5,8,3
Rhd,1330,982,1724,1445,1803,1729,1906,1546,1150,1399
Rheb,2970,2033,2685,2544,2840,2648,2866,2323,1753,1873
Rhebl1,144,110,146,109,127,111,146,126,73,87
Rhno1,1003,770,1087,1051,1122,1133,1210,1095,807,777
Rho,9,8,13,17,18,16,7,15,10,15
Rhoa,2560,1695,2151,2112,2002,1844,1948,1853,1452,1478
Rhob,66,71,32,48,25,27,32,35,21,30
Rhobtb1,982,857,1003,1049,1002,1020,955,1002,758,850
Rhobtb2,496,430,580,469,470,608,550,490,501,528
Rhobtb3,508,471,224,418,219,237,186,173,77,126
Rhoc,240,63,51,78,70,32,40,26,7,16
Rhod,16,14,4,11,11,5,8,6,1,4
Rhof,215,140,261,236,241,248,289,227,180,187
Rhog,145,49,32,62,36,35,40,22,0,8
Rhoh,1380,1019,1595,1367,1794,1635,1817,1665,1360,1334
Rhoj,18,35,4,5,5,3,0,12,1,1
Rhoq,528,249,436,326,456,425,509,271,164,230
Rhot1,9158,7358,9949,9221,11200,10597,11041,10144,8597,8997
Rhot2,535,364,513,394,460,487,530,445,402,381
Rhou,114,89,52,32,32,29,15,22,12,22
Rhov,1,0,5,1,1,3,0,1,0,0
Rhox1,4,2,8,3,5,4,2,7,2,2
Rhox10,12,23,34,7,20,23,25,26,15,22
Rhox11,0,0,0,0,0,0,0,0,0,0
Rhox12,0,0,1,0,0,0,0,4,0,0
Rhox13,3,0,2,6,0,0,4,1,0,0
Rhox2a,0,0,0,1,0,2,1,0,1,0
Rhox2b,0,0,0,0,0,0,0,0,0,0
Rhox2c,0,0,0,0,0,0,0,0,0,0
Rhox2d,0,0,0,0,0,0,0,0,0,0
Rhox2e,0,0,0,0,0,0,0,0,0,0
Rhox2f,0,0,0,0,0,0,0,0,0,0
Rhox2g,0,0,0,0,0,0,2,0,1,0
Rhox2h,0,0,0,0,0,0,0,0,0,0
Rhox3a,0,0,0,0,0,0,0,0,0,0
Rhox3c,1,0,0,0,0,0,0,0,0,0
Rhox3e,0,0,0,0,0,0,0,0,0,0
Rhox3f,0,0,0,0,0,0,0,0,0,0
Rhox3g-ps,0,0,0,0,0,0,0,0,0,0
Rhox3h,0,0,0,0,0,1,0,0,0,0
Rhox4a,0,0,0,0,0,0,0,0,0,0
Rhox4b,0,0,0,0,0,0,0,0,0,0
Rhox4c,0,0,0,0,0,0,0,0,1,0
Rhox4d,0,0,0,0,0,0,0,0,0,0
Rhox4e,0,0,0,0,0,0,0,0,0,0
Rhox4f,0,0,0,0,0,0,0,0,0,0
Rhox4g,0,0,0,0,0,0,0,0,0,0
Rhox5,3,0,0,2,0,4,0,1,0,0
Rhox6,0,0,0,1,0,1,0,0,0,0
Rhox7,0,0,0,0,0,0,0,0,0,0
Rhox8,28,13,14,113,18,22,31,10,14,11
Rhox9,1,0,0,1,0,0,0,0,0,0
Rhpn1,22,16,2,11,1,5,0,5,0,1
Rhpn2,20610,15811,24123,20477,24548,23871,24295,23585,19948,20297
Rian,9,4,9,12,3,6,6,2,1,0
Ribc1,406,342,505,512,555,469,588,517,395,474
Ribc2,9,4,7,3,12,8,3,4,6,4
Ric3,136,98,133,152,186,99,165,122,86,109
Ric8,226,152,70,131,62,60,39,45,24,32
Ric8b,179,137,81,96,59,59,65,48,30,37
Rictor,3742,2945,3645,3600,3505,3883,4051,4136,3305,3303
Rif1,13929,11557,15046,14974,13508,16398,14901,15460,13597,13543
